generic_name,brand_names,strength,dosage_form,manufacturer,packageMark,indication,contraindication,side_effects
Flucloxacillin Sodium,Syflu,500 mg,Capsule,MST Pharma,syflucapsule500-mg,,,
Fluconazole,Afluzol,50 mg,Capsule,Ambee Pharmaceuticals Ltd.,afluzolcapsule50-mg,,,
Fluconazole,Afluzol,150 mg,Capsule,Ambee Pharmaceuticals Ltd.,afluzolcapsule150-mg,,,
Fluconazole,Afluzol,50 mg/5 ml,Powder for Suspension,Ambee Pharmaceuticals Ltd.,afluzolpowder-for-suspension50-mg5-ml,,,
Fluconazole,Anfasil,50 mg,Tablet,Silva Pharmaceuticals Ltd.,anfasiltablet50-mg,,,
Fluconazole,Anfasil,150 mg,Tablet,Silva Pharmaceuticals Ltd.,anfasiltablet150-mg,,,
Fluconazole,Anfasil,50 mg/5 ml,Powder for Suspension,Silva Pharmaceuticals Ltd.,anfasilpowder-for-suspension50-mg5-ml,,,
Fluconazole,Candizol,50 mg,Capsule,S.N. Pharmaceutical Ltd.,candizolcapsule50-mg,,,
Fluconazole,Candiver,50 mg,Capsule,Veritas Pharmaceuticals Ltd.,candivercapsule50-mg,,,
Fluconazole,Candinil,50 mg,Capsule,Healthcare Pharmaceuticals Ltd.,candinilcapsule50-mg,,,
Fluconazole,Candinil,150 mg,Capsule,Healthcare Pharmaceuticals Ltd.,candinilcapsule150-mg,,,
Fluconazole,Candinil,50 mg/5 ml,Powder for Suspension,Healthcare Pharmaceuticals Ltd.,candinilpowder-for-suspension50-mg5-ml,,,
Fluconazole,Candinil,200 mg,Capsule,Healthcare Pharmaceuticals Ltd.,candinilcapsule200-mg,,,
Fluconazole,Candiflu,50 mg,Capsule,Globex Pharmaceuticals Ltd.,candiflucapsule50-mg,,,
Fluconazole,Candiflu,50 mg/5 ml,Powder for Suspension,Globex Pharmaceuticals Ltd.,candiflupowder-for-suspension50-mg5-ml,,,
Fluconazole,Candid,50 mg,Tablet,Amico Laboratories Ltd.,candidtablet50-mg,,,
Fluconazole,Candid,150 mg,Tablet,Amico Laboratories Ltd.,candidtablet150-mg,,,
Fluconazole,Canazole,50 mg,Tablet,ACI Limited,canazoletablet50-mg,,,
Fluconazole,Canazole,150 mg,Tablet,ACI Limited,canazoletablet150-mg,,,
Fluconazole,Canazole,200 mg,Tablet,ACI Limited,canazoletablet200-mg,,,
Fluconazole,Canazole,50 mg/5 ml,Powder for Suspension,ACI Limited,canazolepowder-for-suspension50-mg5-ml,,,
Fluconazole,Conazole,50 mg,Capsule,Apollo Pharmaceutical Ltd.,conazolecapsule50-mg,,,
Fluconazole,Conaz,50 mg,Capsule,Orion Pharma Ltd.,conazcapsule50-mg,,,
Fluconazole,Conaz,150 mg,Capsule,Orion Pharma Ltd.,conazcapsule150-mg,,,
Fluconazole,Con,50 mg,Tablet,Reliance Pharmaceuticals Ltd.,contablet50-mg,,,
Fluconazole,Cosflu,50 mg,Tablet,Cosmo Pharma Ltd.,cosflutablet50-mg,,,
Fluconazole,Darma,150 mg,Capsule,Alco Pharma Ltd.,darmacapsule150-mg,,,
Fluconazole,Defungi,150 mg,Capsule,NIPRO JMI Pharma Ltd.,defungicapsule150-mg,,,
Fluconazole,Defungi,50 mg,Capsule,NIPRO JMI Pharma Ltd.,defungicapsule50-mg,,,
Fluconazole,Derma,150 mg,Capsule,Alco Pharma Ltd.,dermacapsule150-mg,,,
Fluconazole,Derma,50 mg,Capsule,Alco Pharma Ltd.,dermacapsule50-mg,,,
Fluconazole,Dermicon,150 mg,Capsule,Asiatic Laboratories Ltd.,dermiconcapsule150-mg,,,
Fluconazole,Dermicon,50 mg,Capsule,Asiatic Laboratories Ltd.,dermiconcapsule50-mg,,,
Fluconazole,Diflucon,50 mg,Capsule,Aexim Pharmaceuticals Ltd.,difluconcapsule50-mg,,,
Fluconazole,Diflu,50 mg,Capsule,Aristopharma Ltd.,diflucapsule50-mg,,,
Fluconazole,Diflu,50 mg/5 ml,Powder for Suspension,Aristopharma Ltd.,diflupowder-for-suspension50-mg5-ml,,,
Fluconazole,Diflu,200 mg,Capsule,Aristopharma Ltd.,diflucapsule200-mg,,,
Fluconazole,Diflu,150 mg,Capsule,Aristopharma Ltd.,diflucapsule150-mg,,,
Fluconazole,F-Zol,200 mg/100 ml,IV Infusion,Popular Pharmaceuticals Ltd.,f-zoliv-infusion200-mg100-ml,,,
Fluconazole,F-Zol,50 mg/5 ml,Powder for Suspension,Popular Pharmaceuticals Ltd.,f-zolpowder-for-suspension50-mg5-ml,,,
Fluconazole,F-Zol,200 mg,Capsule,Popular Pharmaceuticals Ltd.,f-zolcapsule200-mg,,,
Fluconazole,F-Zol,150 mg,Capsule,Popular Pharmaceuticals Ltd.,f-zolcapsule150-mg,,,
Fluconazole,F-Zol,50 mg,Capsule,Popular Pharmaceuticals Ltd.,f-zolcapsule50-mg,,,
Fluconazole,Falcon,50 mg,Capsule,Ethical Drug Ltd.,falconcapsule50-mg,,,
Fluconazole,Falcon,150 mg,Capsule,Ethical Drug Ltd.,falconcapsule150-mg,,,
Fluconazole,Farlan,50 mg,Tablet,Delta Pharma Ltd.,farlantablet50-mg,,,
Fluconazole,Farlan,150 mg,Tablet,Delta Pharma Ltd.,farlantablet150-mg,,,
Fluconazole,Flavona,50 mg,Capsule,Rephco Pharmaceuticals Ltd.,flavonacapsule50-mg,,,
Fluconazole,Fluact,50 mg,Capsule,Leon Pharmaceuticals Ltd.,fluactcapsule50-mg,,,
Fluconazole,Fluact,50 mg/5 ml,Powder for Suspension,Leon Pharmaceuticals Ltd.,fluactpowder-for-suspension50-mg5-ml,,,
Fluconazole,Fluact,150 mg,Capsule,Leon Pharmaceuticals Ltd.,fluactcapsule150-mg,,,
Fluconazole,Flucid,50 mg,Capsule,MST Pharma,flucidcapsule50-mg,,,
Fluconazole,Flucanex,50 mg,Capsule,Jenphar Bangladesh Ltd.,flucanexcapsule50-mg,,,
Fluconazole,Flucanex,150 mg,Capsule,Jenphar Bangladesh Ltd.,flucanexcapsule150-mg,,,
Fluconazole,Flubest,50 mg,Capsule,Jayson Pharmaceuticals Ltd.,flubestcapsule50-mg,,,
Fluconazole,Flubest,150 mg,Capsule,Jayson Pharmaceuticals Ltd.,flubestcapsule150-mg,,,
Fluconazole,Flubest,50 mg/5 ml,Powder for Suspension,Jayson Pharmaceuticals Ltd.,flubestpowder-for-suspension50-mg5-ml,,,
Fluconazole,Fluconaaf,150 mg,Capsule,Naafco Pharma Ltd.,fluconaafcapsule150-mg,,,
Fluconazole,Flucon,50 mg,Capsule,Opsonin Pharma Ltd.,fluconcapsule50-mg,,,
Fluconazole,Flucon,200 mg,Capsule,Opsonin Pharma Ltd.,fluconcapsule200-mg,,,
Fluconazole,Flucon,50 mg/5 ml,Powder for Suspension,Opsonin Pharma Ltd.,fluconpowder-for-suspension50-mg5-ml,,,
Fluconazole,Flucon,150 mg,Capsule,Opsonin Pharma Ltd.,fluconcapsule150-mg,,,
Fluconazole,Flucolet,50 mg/5 ml,Powder for Suspension,Amulet Pharmaceuticals Ltd.,flucoletpowder-for-suspension50-mg5-ml,,,
Fluconazole,Flucolet,50 mg,Capsule,Amulet Pharmaceuticals Ltd.,flucoletcapsule50-mg,,,
Fluconazole,Flucolet,150 mg,Capsule,Amulet Pharmaceuticals Ltd.,flucoletcapsule150-mg,,,
Fluconazole,Flucoder,50 mg,Capsule,Eskayef Pharmaceuticals Ltd.,flucodercapsule50-mg,,,
Fluconazole,Flucoder,150 mg,Capsule,Eskayef Pharmaceuticals Ltd.,flucodercapsule150-mg,,,
Fluconazole,Flucoder,50 mg/5 ml,Powder for Suspension,Eskayef Pharmaceuticals Ltd.,flucoderpowder-for-suspension50-mg5-ml,,,
Fluconazole,Flucoder,200 mg,Capsule,Eskayef Pharmaceuticals Ltd.,flucodercapsule200-mg,,,
Fluconazole,Fluco-S,50 mg,Capsule,Seema Pharmaceuticals Ltd.,fluco-scapsule50-mg,,,
Fluconazole,Fluco-S,150 mg,Capsule,Seema Pharmaceuticals Ltd.,fluco-scapsule150-mg,,,
Fluconazole,Flugal,50 mg/5 ml,Powder for Suspension,Square Pharmaceuticals Ltd.,flugalpowder-for-suspension50-mg5-ml,,,
Fluconazole,Flugal,150 mg,Capsule,Square Pharmaceuticals Ltd.,flugalcapsule150-mg,,,
Fluconazole,Flufun,150 mg,Capsule,Astra Biopharmaceuticals Ltd.,flufuncapsule150-mg,,,
Fluconazole,Flufun,50 mg,Capsule,Astra Biopharmaceuticals Ltd.,flufuncapsule50-mg,,,
Fluconazole,Fludex,150 mg,Capsule,Medicon Pharmaceuticals Ltd.,fludexcapsule150-mg,,,
Fluconazole,Fludex,50 mg,Capsule,Medicon Pharmaceuticals Ltd.,fludexcapsule50-mg,,,
Fluconazole,Fluderm,50 mg,Tablet,Benham Pharmaceuticals Ltd.,fludermtablet50-mg,,,
Fluconazole,Fluderm,150 mg,Tablet,Benham Pharmaceuticals Ltd.,fludermtablet150-mg,,,
Fluconazole,Fluda,50 mg/5 ml,Powder for Suspension,Novo Healthcare and Pharma Ltd.,fludapowder-for-suspension50-mg5-ml,,,
Fluconazole,Fluda,50 mg,Capsule,Novo Healthcare and Pharma Ltd.,fludacapsule50-mg,,,
Fluconazole,Flucostin,50 mg,Tablet,United Pharmaceuticals Ltd.,flucostintablet50-mg,,,
Fluconazole,Flucostan,50 mg,Capsule,Ziska Pharmaceuticals Ltd.,flucostancapsule50-mg,,,
Fluconazole,Flucoron,50 mg,Capsule,RN Pharmaceuticals,flucoroncapsule50-mg,,,
Fluconazole,Fluconazole,50 mg,Capsule,Biogen Pharmaceuticals Ltd.,fluconazolecapsule50-mg,,,
Fluconazole,Fluconazole,50 mg,Capsule,Bristol Pharmaceuticals Ltd.,fluconazolecapsule50-mg,,,
Fluconazole,Fluconazole,150 mg,Capsule,Bristol Pharmaceuticals Ltd.,fluconazolecapsule150-mg,,,
Fluconazole,Fluconal,50 mg,Tablet,ACME Laboratories Ltd.,fluconaltablet50-mg,,,
Fluconazole,Fluconal,150 mg,Tablet,ACME Laboratories Ltd.,fluconaltablet150-mg,,,
Fluconazole,Fluconal,50 mg/5 ml,Powder for Suspension,ACME Laboratories Ltd.,fluconalpowder-for-suspension50-mg5-ml,,,
Fluconazole,Fluconaaf,50 mg,Capsule,Naafco Pharma Ltd.,fluconaafcapsule50-mg,,,
Fluconazole,Flumazole,50 mg,Capsule,Al-Madina Pharmaceuticals Ltd.,flumazolecapsule50-mg,,,
Fluconazole,Flumazole,150 mg,Capsule,Al-Madina Pharmaceuticals Ltd.,flumazolecapsule150-mg,,,
Fluconazole,Flumart,150 mg,Capsule,Desh Pharmaceuticals Ltd.,flumartcapsule150-mg,,,
Fluconazole,Flumart,50 mg,Capsule,Desh Pharmaceuticals Ltd.,flumartcapsule50-mg,,,
Fluconazole,Fluma,50 mg,Capsule,Modern Pharmaceuticals Ltd.,flumacapsule50-mg,,,
Fluconazole,Fluma,150 mg,Capsule,Modern Pharmaceuticals Ltd.,flumacapsule150-mg,,,
Fluconazole,Flukzol,50 mg,Capsule,Sharif Pharmaceuticals Ltd.,flukzolcapsule50-mg,,,
Fluconazole,Flujale,50 mg,Capsule,Central Pharmaceuticals Ltd.,flujalecapsule50-mg,,,
Fluconazole,Flugard,50 mg,Capsule,Pharmasia Limited,flugardcapsule50-mg,,,
Fluconazole,Flugard,150 mg,Capsule,Pharmasia Limited,flugardcapsule150-mg,,,
Fluconazole,Flugal,200 mg,Capsule,Square Pharmaceuticals Ltd.,flugalcapsule200-mg,,,
Fluconazole,Flunol,50 mg/5 ml,Powder for Suspension,Somatec Pharmaceuticals Ltd.,flunolpowder-for-suspension50-mg5-ml,,,
Fluconazole,Flunol,150 mg,Capsule,Somatec Pharmaceuticals Ltd.,flunolcapsule150-mg,,,
Fluconazole,Flunol,50 mg,Capsule,Somatec Pharmaceuticals Ltd.,flunolcapsule50-mg,,,
Fluconazole,Flunazol,50 mg/5 ml,Powder for Suspension,Pharmadesh Laboratories Ltd.,flunazolpowder-for-suspension50-mg5-ml,,,
Fluconazole,Flunazol,150 mg,Capsule,Pharmadesh Laboratories Ltd.,flunazolcapsule150-mg,,,
Fluconazole,Flunazol,50 mg,Capsule,Pharmadesh Laboratories Ltd.,flunazolcapsule50-mg,,,
Fluconazole,Flunapen,150 mg,Capsule,Concord Pharmaceuticals Ltd.,flunapencapsule150-mg,,,
Fluconazole,Flunapen,50 mg,Capsule,Concord Pharmaceuticals Ltd.,flunapencapsule50-mg,,,
Fluconazole,Flunac,50 mg,Capsule,Drug International Ltd.,flunaccapsule50-mg,,,
Fluconazole,Flunac,50 mg/5 ml,Powder for Suspension,Drug International Ltd.,flunacpowder-for-suspension50-mg5-ml,,,
Fluconazole,Flunac,150 mg,Capsule,Drug International Ltd.,flunaccapsule150-mg,,,
Fluconazole,Flumyc,150 mg,Capsule,Euro Pharma Ltd.,flumyccapsule150-mg,,,
Fluconazole,Flumyc,50 mg,Capsule,Euro Pharma Ltd.,flumyccapsule50-mg,,,
Fluconazole,Flumyc,50 mg/5 ml,Powder for Suspension,Euro Pharma Ltd.,flumycpowder-for-suspension50-mg5-ml,,,
Fluconazole,Flusaf,150 mg,Capsule,The White Horse Pharma,flusafcapsule150-mg,,,
Fluconazole,Flusaf,50 mg,Capsule,The White Horse Pharma,flusafcapsule50-mg,,,
Fluconazole,Flutinex,50 mg/5 ml,Powder for Suspension,Organic Health Care Ltd.,flutinexpowder-for-suspension50-mg5-ml,,,
Fluconazole,Flutinex,50 mg,Capsule,Organic Health Care Ltd.,flutinexcapsule50-mg,,,
Fluconazole,Flutinex,150 mg,Capsule,Organic Health Care Ltd.,flutinexcapsule150-mg,,,
Fluconazole,Fluzole,50 mg,Tablet,Globe Pharmaceuticals Ltd.,fluzoletablet50-mg,,,
Fluconazole,Fluzole,150 mg,Tablet,Globe Pharmaceuticals Ltd.,fluzoletablet150-mg,,,
Fluconazole,Fluzo,50 mg,Tablet,Pacific Pharmaceuticals Ltd.,fluzotablet50-mg,,,
Fluconazole,Fluzo,150 mg,Tablet,Pacific Pharmaceuticals Ltd.,fluzotablet150-mg,,,
Fluconazole,Fluvin OD,50 mg,Tablet,GlaxoSmithKline,fluvin-odtablet50-mg,,,
Fluconazole,Fluvin OD,150 mg,Tablet,GlaxoSmithKline,fluvin-odtablet150-mg,,,
Fluconazole,Funginil,150 mg,Capsule,Premier Pharmaceuticals Ltd.,funginilcapsule150-mg,,,
Fluconazole,Funginil,50 mg,Capsule,Premier Pharmaceuticals Ltd.,funginilcapsule50-mg,,,
Fluconazole,Fungifix,50 mg,Capsule,Doctor TIMS Pharmaceuticals Ltd.,fungifixcapsule50-mg,,,
Fluconazole,Fungi-F,50 mg,Capsule,Edruc Limited,fungi-fcapsule50-mg,,,
Fluconazole,Fungata,50 mg,Tablet,Biopharma Laboratories Ltd.,fungatatablet50-mg,,,
Fluconazole,Fungata,150 mg,Tablet,Biopharma Laboratories Ltd.,fungatatablet150-mg,,,
Fluconazole,Fungata,50 mg/5 ml,Powder for Suspension,Biopharma Laboratories Ltd.,fungatapowder-for-suspension50-mg5-ml,,,
Fluconazole,Fungard,50 mg,Capsule,Cosmic Pharma Ltd.,fungardcapsule50-mg,,,
Fluconazole,Fungard,150 mg,Capsule,Cosmic Pharma Ltd.,fungardcapsule150-mg,,,
Fluconazole,Funga,150 mg,Capsule,Doctor’s Chemical Works Ltd.,fungacapsule150-mg,,,
Fluconazole,Funga,50 mg,Capsule,Doctor’s Chemical Works Ltd.,fungacapsule50-mg,,,
Fluconazole,Funzole,50 mg,Capsule,Monicopharma Ltd.,funzolecapsule50-mg,,,
Fluconazole,Funzole,150 mg,Capsule,Monicopharma Ltd.,funzolecapsule150-mg,,,
Fluconazole,Funzole,50 mg/5 ml,Powder for Suspension,Monicopharma Ltd.,funzolepowder-for-suspension50-mg5-ml,,,
Fluconazole,Fungitrol,50 mg/5 ml,Powder for Suspension,Rangs Pharmaceuticals Ltd.,fungitrolpowder-for-suspension50-mg5-ml,,,
Fluconazole,Fungitrol,150 mg,Capsule,Rangs Pharmaceuticals Ltd.,fungitrolcapsule150-mg,,,
Fluconazole,Fungitrol,50 mg,Capsule,Rangs Pharmaceuticals Ltd.,fungitrolcapsule50-mg,,,
Fluconazole,Galfin,150 mg,Capsule,General Pharmaceuticals Ltd.,galfincapsule150-mg,,,
Fluconazole,Galfin,50 mg,Capsule,General Pharmaceuticals Ltd.,galfincapsule50-mg,,,
Fluconazole,Iluca,50 mg/5 ml,Powder for Suspension,Ibn Sina Pharmaceuticals Ltd.,ilucapowder-for-suspension50-mg5-ml,,,
Fluconazole,Iluca,150 mg,Capsule,Ibn Sina Pharmaceuticals Ltd.,ilucacapsule150-mg,,,
Fluconazole,Iluca,50 mg,Capsule,Ibn Sina Pharmaceuticals Ltd.,ilucacapsule50-mg,,,
Fluconazole,Innocan,50 mg,Capsule,Pharmacil Limited,innocancapsule50-mg,,,
Fluconazole,Innocan,150 mg,Capsule,Pharmacil Limited,innocancapsule150-mg,,,
Fluconazole,Leucodar,50 mg,Tablet,Chemist Laboratories  Ltd.,leucodartablet50-mg,,,
Fluconazole,Limastin,50 mg,Capsule,Oyster Pharmaceuticals Ltd.,limastincapsule50-mg,,,
Fluconazole,Lucon,150 mg,Capsule,Navana Pharmaceuticals Ltd.,luconcapsule150-mg,,,
Fluconazole,Lucon,50 mg,Capsule,Navana Pharmaceuticals Ltd.,luconcapsule50-mg,,,
Fluconazole,Lucan-R,200 mg,Capsule,Renata Limited,lucan-rcapsule200-mg,,,
Fluconazole,Lucan-R,50 mg/5 ml,Powder for Suspension,Renata Limited,lucan-rpowder-for-suspension50-mg5-ml,,,
Fluconazole,Lucan-R,150 mg,Capsule,Renata Limited,lucan-rcapsule150-mg,,,
Fluconazole,Lucan-R,50 mg,Capsule,Renata Limited,lucan-rcapsule50-mg,,,
Fluconazole,Lucza,150 mg,Capsule,Beacon Pharmaceuticals Ltd.,luczacapsule150-mg,,,
Fluconazole,Lucza,200 mg/100 ml,IV Infusion,Beacon Pharmaceuticals Ltd.,luczaiv-infusion200-mg100-ml,,,
Fluconazole,Lucza,50 mg,Capsule,Beacon Pharmaceuticals Ltd.,luczacapsule50-mg,,,
Fluconazole,Mycoder,50 mg/5 ml,Powder for Suspension,UniMed UniHealth,mycoderpowder-for-suspension50-mg5-ml,,,
Fluconazole,Mycoder,150 mg,Tablet,UniMed UniHealth,mycodertablet150-mg,,,
Fluconazole,Mycoder,50 mg,Tablet,UniMed UniHealth,mycodertablet50-mg,,,
Fluconazole,Mycorest,50 mg,Capsule,Marksman Pharmaceuticals Ltd.,mycorestcapsule50-mg,,,
Fluconazole,Nispore,50 mg/5 ml,Powder for Suspension,Incepta Pharmaceuticals Ltd.,nisporepowder-for-suspension50-mg5-ml,,,
Fluconazole,Nispore,200 mg,Capsule,Incepta Pharmaceuticals Ltd.,nisporecapsule200-mg,,,
Fluconazole,Nispore,150 mg,Capsule,Incepta Pharmaceuticals Ltd.,nisporecapsule150-mg,,,
Fluconazole,Nispore,50 mg,Capsule,Incepta Pharmaceuticals Ltd.,nisporecapsule50-mg,,,
Fluconazole,Nogal,150 mg,Tablet,Kumudini Pharma Ltd.,nogaltablet150-mg,,,
Fluconazole,Nogal,50 mg,Tablet,Kumudini Pharma Ltd.,nogaltablet50-mg,,,
Fluconazole,Olif,150 mg,Capsule,Kemiko Pharmaceuticals Ltd.,olifcapsule150-mg,,,
Fluconazole,Olif,50 mg,Capsule,Kemiko Pharmaceuticals Ltd.,olifcapsule50-mg,,,
Fluconazole,Omastin,200 mg,Capsule,Beximco Pharmaceuticals Ltd.,omastincapsule200-mg,,,
Fluconazole,Omastin,150 mg,Capsule,Beximco Pharmaceuticals Ltd.,omastincapsule150-mg,,,
Fluconazole,Omastin,50 mg,Capsule,Beximco Pharmaceuticals Ltd.,omastincapsule50-mg,,,
Fluconazole,Omastin,200 mg/100 ml,IV Infusion,Beximco Pharmaceuticals Ltd.,omastiniv-infusion200-mg100-ml,,,
Fluconazole,Omastin,50 mg/5 ml,Powder for Suspension,Beximco Pharmaceuticals Ltd.,omastinpowder-for-suspension50-mg5-ml,,,
Fluconazole,Onicon,50 mg/5 ml,Powder for Suspension,Zenith Pharmaceuticals Ltd.,oniconpowder-for-suspension50-mg5-ml,,,
Fluconazole,Onicon,50 mg,Tablet,Zenith Pharmaceuticals Ltd.,onicontablet50-mg,,,
Fluconazole,Oraf,50 mg/5 ml,Powder for Suspension,Hallmark Pharmaceuticals Ltd.,orafpowder-for-suspension50-mg5-ml,,,
Fluconazole,Oraf,150 mg,Capsule,Hallmark Pharmaceuticals Ltd.,orafcapsule150-mg,,,
Fluconazole,Oraf,50 mg,Capsule,Hallmark Pharmaceuticals Ltd.,orafcapsule50-mg,,,
Fluconazole,Orcon,150 mg,Capsule,Team Pharmaceuticals Ltd.,orconcapsule150-mg,,,
Fluconazole,Orcon,50 mg,Capsule,Team Pharmaceuticals Ltd.,orconcapsule50-mg,,,
Fluconazole,Pileus,150 mg,Capsule,One Pharma Ltd.,pileuscapsule150-mg,,,
Fluconazole,Pileus,50 mg,Capsule,One Pharma Ltd.,pileuscapsule50-mg,,,
Fluconazole,Sacona,150 mg,Capsule,Marker Pharma Ltd.,saconacapsule150-mg,,,
Fluconazole,Sacona,50 mg,Capsule,Marker Pharma Ltd.,saconacapsule50-mg,,,
Fluconazole,Segal,150 mg,Capsule,Supreme Pharmaceutical Ltd.,segalcapsule150-mg,,,
Fluconazole,Segal,50 mg,Capsule,Supreme Pharmaceutical Ltd.,segalcapsule50-mg,,,
Fluconazole,Segal,50 mg/5 ml,Powder for Suspension,Supreme Pharmaceutical Ltd.,segalpowder-for-suspension50-mg5-ml,,,
Fluconazole,Silcona,150 mg,Capsule,Silco Pharmaceutical Ltd.,silconacapsule150-mg,,,
Fluconazole,Silcona,50 mg,Capsule,Silco Pharmaceutical Ltd.,silconacapsule50-mg,,,
Fluconazole,Techonazol,150 mg,Capsule,Techno Drugs Ltd.,techonazolcapsule150-mg,,,
Fluconazole,Techonazol,50 mg,Capsule,Techno Drugs Ltd.,techonazolcapsule50-mg,,,
Fluconazole,Trigal,150 mg,Capsule,Ad-din Pharmaceuticals Ltd.,trigalcapsule150-mg,,,
Fluconazole,Trigal,50 mg,Capsule,Ad-din Pharmaceuticals Ltd.,trigalcapsule50-mg,,,
Fluconazole,Zolen,150 mg,Capsule,Apex Pharmaceuticals Ltd.,zolencapsule150-mg,,,
Fluconazole,Zolen,50 mg,Capsule,Apex Pharmaceuticals Ltd.,zolencapsule50-mg,,,
Fluconazole (Ophthalmic),Diflu,0.30%,Ophthalmic Solution,Aristopharma Ltd.,difluophthalmic-solution03,,,
Fluconazole (Ophthalmic),Naz,0.30%,Ophthalmic Solution,Reman Drug Laboratories Ltd.,nazophthalmic-solution03,,,
Fluconazole (Ophthalmic),Nispore,0.30%,Ophthalmic Solution,Incepta Pharmaceuticals Ltd.,nisporeophthalmic-solution03,,,
Fludarabine Phosphate,Fludarabin Hexal,50 mg/2 ml,IV Infusion,SANDOZ (A Novartis Division),fludarabin-hexaliv-infusion50-mg2-ml,,,
Fludarabine Phosphate,Fludara,10 mg,Tablet,Genzyme Corporation,fludaratablet10-mg,,,
Fludarabine Phosphate,Fludara,50 mg/2 ml,IV Infusion,Genzyme Corporation,fludaraiv-infusion50-mg2-ml,,,
Fludrocortisone Acetate,Aldocort,0.10 mg,Tablet,Incepta Pharmaceuticals Ltd.,aldocorttablet010-mg,,,
Flunarizine,Fizi,5 mg,Tablet,Beacon Pharmaceuticals Ltd.,fizitablet5-mg,,,
Flunarizine,Fizi,10 mg,Tablet,Beacon Pharmaceuticals Ltd.,fizitablet10-mg,,,
Flunarizine,Florium,10 mg,Tablet,Incepta Pharmaceuticals Ltd.,floriumtablet10-mg,,,
Flunarizine,Florium,5 mg,Tablet,Incepta Pharmaceuticals Ltd.,floriumtablet5-mg,,,
Flunarizine,Flunarin,5 mg,Tablet,Apex Pharmaceuticals Ltd.,flunarintablet5-mg,,,
Flunarizine,Flunarin,10 mg,Tablet,Apex Pharmaceuticals Ltd.,flunarintablet10-mg,,,
Flunarizine,Flurizin,10 mg,Tablet,Square Pharmaceuticals Ltd.,flurizintablet10-mg,,,
Flunarizine,Flurizin,5 mg,Tablet,Square Pharmaceuticals Ltd.,flurizintablet5-mg,,,
Flunarizine,Flurium,10 mg,Tablet,Beximco Pharmaceuticals Ltd.,fluriumtablet10-mg,,,
Flunarizine,Flurium,5 mg,Tablet,Beximco Pharmaceuticals Ltd.,fluriumtablet5-mg,,,
Flunarizine,Fluzin,10 mg,Tablet,ACME Laboratories Ltd.,fluzintablet10-mg,,,
Flunarizine,Fluzin,5 mg,Tablet,ACME Laboratories Ltd.,fluzintablet5-mg,,,
Flunarizine,Fluver,10 mg,Tablet,ACI Limited,fluvertablet10-mg,,,
Flunarizine,Fluver,5 mg,Tablet,ACI Limited,fluvertablet5-mg,,,
Flunarizine,Imigra,5 mg,Capsule,Navana Pharmaceuticals Ltd.,imigracapsule5-mg,,,
Flunarizine,Imigra,10 mg,Tablet,Navana Pharmaceuticals Ltd.,imigratablet10-mg,,,
Flunarizine,Imigra,5 mg,Tablet,Navana Pharmaceuticals Ltd.,imigratablet5-mg,,,
Flunarizine,Lunarzin,5 mg,Tablet,Ibn Sina Pharmaceuticals Ltd.,lunarzintablet5-mg,,,
Flunarizine,Lunarzin,10 mg,Tablet,Ibn Sina Pharmaceuticals Ltd.,lunarzintablet10-mg,,,
Flunarizine,Migon,5 mg,Tablet,Drug International Ltd.,migontablet5-mg,,,
Flunarizine,Miganil,10 mg,Tablet,Globe Pharmaceuticals Ltd.,miganiltablet10-mg,,,
Flunarizine,Miganil,5 mg,Tablet,Globe Pharmaceuticals Ltd.,miganiltablet5-mg,,,
Flunarizine,Migon,10 mg,Tablet,Drug International Ltd.,migontablet10-mg,,,
Flunarizine,Migrium,10 mg,Tablet,Opso Saline Ltd.,migriumtablet10-mg,,,
Flunarizine,Migrium,5 mg,Tablet,Opso Saline Ltd.,migriumtablet5-mg,,,
Flunarizine,Minium,10 mg,Tablet,Opsonin Pharma Ltd.,miniumtablet10-mg,,,
Flunarizine,Minium,5 mg,Tablet,Opsonin Pharma Ltd.,miniumtablet5-mg,,,
Flunarizine,Nalzin,10 mg,Tablet,Radiant Pharmaceuticals Ltd.,nalzintablet10-mg,,,
Flunarizine,Nalzin,5 mg,Tablet,Radiant Pharmaceuticals Ltd.,nalzintablet5-mg,,,
Flunarizine,Norium,10 mg,Tablet,Eskayef Pharmaceuticals Ltd.,noriumtablet10-mg,,,
Flunarizine,Norium,5 mg,Tablet,Eskayef Pharmaceuticals Ltd.,noriumtablet5-mg,,,
Flunarizine,Rizelium,10 mg,Capsule,UniMed UniHealth,rizeliumcapsule10-mg,,,
Flunarizine,Rizelium,5 mg,Capsule,UniMed UniHealth,rizeliumcapsule5-mg,,,
Flunarizine,Tigover,10 mg,Tablet,Renata Limited,tigovertablet10-mg,,,
Flunarizine,Tigover,5 mg,Tablet,Renata Limited,tigovertablet5-mg,,,
Flunarizine,Vertig,10 mg,Tablet,Alco Pharma Ltd.,vertigtablet10-mg,,,
Flunarizine,Vertig,5 mg,Tablet,Alco Pharma Ltd.,vertigtablet5-mg,,,
Fluocinolone Acetonide,Cinoderm,0.03%,Cream,Drug International Ltd.,cinodermcream0025,,,
Fluocinolone Acetonide,Dermidex,0.03%,Cream,Amico Laboratories Ltd.,dermidexcream0025,,,
Fluocinolone Acetonide,Fungakil,0.03%,Ointment,Ambee Pharmaceuticals Ltd.,fungakilointment0025,,,
